resource	label	id	name	synonyms	description	xrefs	taxid	pmids
KEGG	Pathway	KEGG:mmu05167	Kaposi sarcoma-associated herpesvirus infection - Mus musculus (house mouse)		Kaposi sarcoma-associated herpesvirus (KSHV), also known as human herpesvirus 8 (HHV-8), is the most recently identified human tumor virus, and is associated with the pathogenesis of Kaposi's sarcoma (KS), primary effusion lymphoma (PEL), and Multicentric Castleman's disease (MCD). Like all other herpesviruses, KSHV displays two modes of life cycle, latency and lytic replication, which are characterized by the patterns of viral gene expression. Genes expressed in latency (LANA, v-cyclin, v-FLIP, Kaposins A, B and C and viral miRNAs) are mainly thought to facilitate the establishment of life long latency in its host and survival against the host innate, and adaptive immune surveillance mechanisms. Among the viral proteins shown to be expressed during lytic replication are potent signaling molecules such as vGPCR, vIL6, vIRFs, vCCLs, K1 and K15, which have been implicated experimentally in the angiogenic and inflammatory phenotype observed in KS lesions. Several of these latent viral and lytic proteins are known to transform host cells, linking KSHV with the development of severe human malignancies.		10090	22403573|18948197|21040832|16760382|19230674|16905191|11500830|10666184|26431609|10377196|18434408|15692053|15967719|16828973|12032073|10510092|10523854|12890756|20865011|10799607|17166914|18230726|11413168|24710493|10354594|9594662|12770701|11960692|15220441|10987301|27518127|15573137|17329974|23028325|10318948|26192396|25187543|17050609|16585191|22521915|25594835|14991150|26870016
KEGG	Pathway	KEGG:mmu05169	Epstein-Barr virus infection - Mus musculus (house mouse)		Epstein-Barr virus (EBV) is a gamma-herpes virus that widely infects human populations predominantly at an early age but remains mostly asymptomatic. EBV has been linked to a wide spectrum of human malignancies, including nasopharyngeal carcinoma and other hematologic cancers, like Hodgkin's lymphoma, Burkitt's lymphoma (BL), B-cell immunoblastic lymphoma in HIV patients, and posttransplant-associated lymphoproliferative diseases. EBV has the unique ability to establish life-long latent infection in primary human B lymphocytes. During latent infection, EBV expresses a small subset of genes, including 6 nuclear antigens (EBNA-1, -2, -3A, -3B, -3C, and -LP), 3 latent membrane proteins (LMP-1, -2A, and -2B), 2 small noncoding RNAs (EBER-1 and 2). On the basis of these latent gene expression, three different latency patterns associated with the types of cancers are recognized.		10090	15510157|21372216|21429244|28408983|24586164|23850008|25704559|22110506|23303627|29116588|23435233|19498380|18977445|21146386|27886133|22249143|25613730|17601372|23793113|28835489|12740915|25873381|11905817|11669605|14506283|25403939|29932446|19649319|19244339|19394062|25635182|10818681|30116721|12811813|21347341
KEGG	Pathway	KEGG:mmu05165	Human papillomavirus infection - Mus musculus (house mouse)		Human papillomavirus (HPV) is a non-enveloped, double-stranded DNA virus. HPV infect mucoal and cutaneous epithelium resulting in several types of pathologies, most notably, cervical cancer. All types of HPV share a common genomic structure and encode eight proteins: E1, E2, E4, E5, E6, and E7 (early) and L1 and L2 (late). It has been demonstrated that E1 and E2 are involved in viral transcription and replication. The functions of the E4 protein is not yet fully understood. E5, E6, and E7 act as oncoproteins. E5 inhibits the V-ATPase, prolonging EGFR signaling and thereby promoting cell proliferation. The expression of E6 and E7 not only inhibits the tumor suppressors p53 and Rb, but also alters additional signalling pathways. Among these pathways, PI3K/Akt signalling cascade plays a very important role in HPV-induced carcinogenesis. The L1 and L2 proteins form icosahedral capsids for progeny virion generation.		10090	20592731|25752815|26008697|19684440|23164805|19156753|17645777|11486705|10793105|16259056|15956361|15342967|24316445|26295406|26289783|26797638|26147797|21954943|23175122|19029942|19901438|16862386|26022660|22078316|11753669|22262402|23731971|23403708|26643553|19861444|11325599|10702232|22499770|9990017|15175323|18505829|23536685
KEGG	Pathway	KEGG:mmu05132	Salmonella infection - Mus musculus (house mouse)		Salmonella infection usually presents as a self-limiting gastroenteritis or the more severe typhoid fever and bacteremia. The common disease-causing Salmonella species in human is a single species, Salmonella enterica, which has numerous serovars.		10090	28875943|28848711|31402916|27974148|29477730|25749450|17983751|22702524|27222578|19157959|12675800|17074883|18411289|10499590
KEGG	Pathway	KEGG:mmu05135	Yersinia infection - Mus musculus (house mouse)		Pathogenic Yersinia injects virulent Yersinia outer proteins (Yops) into the host cell through a type three secretion system (T3SS) to express its pathogenicity. Through inactivation of small GTPases by YopT protease, YopE GTPase-activating protein, and YpkA/YopO sequestration of GDP-bound small GTPases, Yersinia prevents its uptake by phagocytic cells and disrupts the actin cytoskeleton. YopH phosphatase shuts down phagocytosis by dephosphorylating key host proteins as well as suppresses T cell activation. Yersinia induces macrophage pyroptosis via YopB/YopD activation of canonical and noncanonical inflammasomes and YopT/YopE-mediated activation of pyrin. These effects are counteracted by YopK and YopM. YopP/J is a member of an ubiquitin-like protein cysteine protease family and simultaneously targets signaling components of the MAPK and NF-kappaB signaling pathways following activation of Toll-like receptor4 to inhibit production of proinflammatory cytokines.		10090	26981193|29477730|19339545|17257058|10785635|15044442|12077360|11734206|15516995|27569559|15060067|10489373|16301742|16339560|16845370|26651944|24034616|14623872
KEGG	Pathway	KEGG:mmu05133	Pertussis - Mus musculus (house mouse)		Pertussis, also known as whooping cough, is an acute respiratory infectious disease caused by a bacteria called Bordetella Pertussis. The characteristic symptoms are paroxysmal cough, inspiratory wheezing and post-tussive vomiting.		10090	21204863|20210554|10540218|16999837|16390441|20610650|18401006|16622221|17148436|16863919|15201703|17328678|20404851|12701623|21423776|16481212|12915094
KEGG	Pathway	KEGG:mmu05134	Legionellosis - Mus musculus (house mouse)		Legionellosis is a potentially fatal infectious disease caused by the bacterium Legionella pneumophila and other legionella species. Two distinct clinical and epidemiological syndromes are associated with Legionella species: Legionnaires' disease is the more severe form of the infection, which may involve pneumonia, and Pontiac fever is a milder respiratory illness.		10090	20375353|18363881|19157961|15972519|18549456|19021631|16495539|18048909|19687203|1721820|16824952|12427954|17124169|19666608|18284575|19386084|19478083|18281405|19343209|20941588
KEGG	Pathway	KEGG:mmu05150	Staphylococcus aureus infection - Mus musculus (house mouse)		Staphylococcus aureus can cause multiple forms of infections ranging from superficial skin infections to food poisoning and life-threatening infections. The organism has several ways to divert the effectiveness of the immune system: secreting immune modulating proteins that inhibit complement activation and neutrophil chemotaxis or lysis, modulating the sensitivity to cationic antimicrobial peptides (such as defensin) by increasing the positive net charge of its cytoplasmic membrane, and expression of superantigens that prevent development of a normal immune response or cause an emetic response when ingested.		10090	20178484|16322743|20062962|16242332|16679003|11361034|18061675|16724100|15273292|19112495|16111912|16086019|19503103|17893203|18544012|16640587|20133685|17848512|14993252|17114475|17132726|18045383|12091905|17517597|15561843|18837785|12228315|16710608|16184199|15372083
KEGG	Pathway	KEGG:mmu05152	Tuberculosis - Mus musculus (house mouse)		Tuberculosis, or TB, is an infectious disease caused by Mycobacterium tuberculosis. One third of the world's population is thought to be infected with TB. About 90% of those infected result in latent infections, and about 10% of latent infections develop active diseases when their immune system is impaired due to the age, other diseases such as AIDS or exposure to immunosuppressive drugs. TB is transmitted through the air and primarily attacks the lungs, then it can spread by the circulatory system to other parts of body. Once TB bacilli have entered the host by the respiratory route and infected macrophages in the lungs, they interfere with phagosomal maturation, antigen presentation, apoptosis and host immune system to establish persistent or latent infection.		10090	21274449|20415982|11932234|18288961|17359235|21274433|15083155|20199890|15228522|19563525|19369951|18541216|19634703|16200082|17785780|18407066|11378475
KEGG	Pathway	KEGG:mmu05100	Bacterial invasion of epithelial cells - Mus musculus (house mouse)		Many pathogenic bacteria can invade phagocytic and non-phagocytic cells and colonize them intracellularly, then become disseminated to other cells. Invasive bacteria induce their own uptake by non-phagocytic host cells (e.g. epithelial cells) using two mechanisms referred to as zipper model and trigger model. Listeria, Staphylococcus, Streptococcus, and Yersinia are examples of bacteria that enter using the zipper model. These bacteria express proteins on their surfaces that interact with cellular receptors, initiating signalling cascades that result in close apposition of the cellular membrane around the entering bacteria. Shigella and Salmonella are the examples of bacteria entering cells using the trigger model. These bacteria use type III secretion systems to inject protein effectors that interact with the actin cytoskeleton.		10090	19296488|16406780|17298394|19185531|19157959|17719540
KEGG	Pathway	KEGG:mmu05146	Amoebiasis - Mus musculus (house mouse)		Entamoeba histolytica, an extracellular protozoan parasite is a human pathogen that invades the intestinal epithelium. Infection occurs on ingestion of contaminated water and food. The pathogenesis of amoebiasis begins with parasite attachment and disruption of the intestinal mucus layer, followed by apoptosis of host epithelial cells. Intestinal tissue destruction causes severe dysentery and ulcerations in amoebic colitis. Several amoebic proteins such as lectins, cysteine proteineases, and amoebapores are associated with the invasion process. The parasite can cause extraintestinal infection like amoebic liver abscess by evading immune response.		10090	11378035|10756002|9832261|14700586|15813717|19207103|17576362|12660071|14502002|12142490|18725798|12160867|17702556|20303955|16380324|10637584|11352795|20145703
