relation_type	source_name	source_type	source_id	target_name	target_type	target_id	key_sentence	pmid
induced_by	platelet hyperactivation	BiologicalProcess	GO:0030168	long COVID	Disease	MONDO:0100233	"In addition, significant platelet hyperactivation was noted."	36131342
increased_by	thyroid transcription factor 1	Gene	ENTREZ:21869	PM2.5	Compound	MESH:D052638	"PM2.5 treatment suppressed the biosynthesis and biotransformation of THs by increasing sodium iodide symporter, thyroid transcription factor 1, thyroid transcription factor 2, and paired box 8 protein expression levels (P < 0.05)."	33396051
reduced_by	Nkx2-5	Gene	ENTREZ:18091	PM2.5	Compound	MESH:D052638	"PM2.5 exposure resulted in significantly decreased Nkx2-5 protein level and GATA4 and Nkx2-5 mRNA expressions, and significantly increased TNF-α and IL-1β levels."	27203204
induced_by	congenital cardiovascular diseases	Disease	MONDO:0004995	homocysteine	Metabolite	HMDB:HMDB0000742	"These results suggest that maternal exposure to PM2.5 , even at the ambient levels in urban regions in China, exaggerates filial cardiovascular maldevelopment induced by HCY in a murine model, exacerbating structural abnormalities in the filial cardiac tissue, which is possibly associated with oxidative stress and reduced GATA4 and Nkx2-5 transcription factor expressions."	27203204
associated_with	cardiovascular diseases	Disease	MONDO:0004995	PM2.5	Compound	MESH:D052638	This will provide new insights into the toxic effects and mechanisms of cardiovascular diseases triggered by ambient air pollution.	30090403
increased_by	IL-6	Gene	ENTREZ:16193	PM2.5	Compound	MESH:D052638	"PM2.5 increased the intracellular levels of proinflammatory cytokines (IL-6, TNF-a, IL-1β, IL-8 and CRP), cell adhesion molecules (ICAM-1, VCAM-1) and tissue factor (TF), resulted in endothelial activation."	30090403
increased_by	IL-1β	Gene	ENTREZ:16176	PM2.5	Compound	MESH:D052638	"PM2.5 increased the intracellular levels of proinflammatory cytokines (IL-6, TNF-a, IL-1β, IL-8 and CRP), cell adhesion molecules (ICAM-1, VCAM-1) and tissue factor (TF), resulted in endothelial activation."	30090403
increased_by	CRP	Gene	ENTREZ:12944	PM2.5	Compound	MESH:D052638	"PM2.5 increased the intracellular levels of proinflammatory cytokines (IL-6, TNF-a, IL-1β, IL-8 and CRP), cell adhesion molecules (ICAM-1, VCAM-1) and tissue factor (TF), resulted in endothelial activation."	30090403
increased_by	VCAM-1	Gene	ENTREZ:22329	PM2.5	Compound	MESH:D052638	"PM2.5 increased the intracellular levels of proinflammatory cytokines (IL-6, TNF-a, IL-1β, IL-8 and CRP), cell adhesion molecules (ICAM-1, VCAM-1) and tissue factor (TF), resulted in endothelial activation."	30090403
downregulated_in	PGC1-α	Gene	ENTREZ:19017	diesel particulate matter [DPM]	Compound	MESH:D052638	"Subsequent induction of MI in DPM exposed animals (DPM + ISO) further deteriorated the normal sinus rhythm, accompanied by elevated plasma CK and LDH level, increased myocardial caspase activity, downregulation of Peroxisome proliferator-activated receptor-gamma coactivator (PGC1-α), transcription factor A (TFAM), DNA polymerase subunit gamma (POLG), and other mitochondrial quality control genes."	35290147
downregulated_in	POLG	Gene	ENTREZ:18975	diesel particulate matter [DPM]	Compound	MESH:D052638	"Subsequent induction of MI in DPM exposed animals (DPM + ISO) further deteriorated the normal sinus rhythm, accompanied by elevated plasma CK and LDH level, increased myocardial caspase activity, downregulation of Peroxisome proliferator-activated receptor-gamma coactivator (PGC1-α), transcription factor A (TFAM), DNA polymerase subunit gamma (POLG), and other mitochondrial quality control genes."	35290147
alleviated_by	Y-27632	Compound	DrugBank:DB08756	lung disease	Disease	MONDO:0005275	"Thus, pharmacological inhibition of ROCK activation might have therapeutic potential in preventing lung disease associated with PM2.5."	28535594
increased_by	ROCK	Gene	ENTREZ:6093	PM2.5	Compound	MESH:D052638	"Therefore, our results support that industrial PM2.5 extracts-induced activation of the RhoA/ROCK-dependent NF-кB pathway induces pulmonary adverse effect."	28535594
activated_by	NF-кB pathway	Pathway	KEGG:hsa04064	PM2.5	Compound	MESH:D052638	"Therefore, our results support that industrial PM2.5 extracts-induced activation of the RhoA/ROCK-dependent NF-кB pathway induces pulmonary adverse effect."	28535594
activated_by	RB	Gene	ENTREZ:5925	PM2.5	Compound	MESH:D052638	"Accordingly, activation of the TP53-RB gene signaling pathways after the coculture model exposure to PM2.5-0.3 was reported in the L132 cells."	26874047
Hetionet::DuG::Disease:Gene	platelet factor 4	Gene	ENTREZ:5196	long COVID	Disease	MONDO:0100233	"Our most noteworthy findings were a reduced level of plasma Kallikrein compared to our controls, an increased level of platelet factor 4 (PF4) von Willebrand factor (VWF), and a marginally increased level of α-2 antiplasmin (α-2-AP)."	36131342
Hetionet::DuG::Disease:Gene	α-2 antiplasmin	Gene	ENTREZ:5345	long COVID	Disease	MONDO:0100233	"Our most noteworthy findings were a reduced level of plasma Kallikrein compared to our controls, an increased level of platelet factor 4 (PF4) von Willebrand factor (VWF), and a marginally increased level of α-2 antiplasmin (α-2-AP)."	36131342
increased_by	paired box 8	Gene	ENTREZ:18510	PM2.5	Compound	MESH:D052638	"PM2.5 treatment suppressed the biosynthesis and biotransformation of THs by increasing sodium iodide symporter, thyroid transcription factor 1, thyroid transcription factor 2, and paired box 8 protein expression levels (P < 0.05)."	33396051
Hetionet::DrD::Disease:Disease	myalgic encephalomyelitis/chronic fatigue syndrome	Disease	MONDO:0005404	ANCA-vasculitis	Disease	MONDO:0019988	A large proportion of AAV patients suffer from debilitating fatigue consequential enough to meet the diagnostic criteria for ME/CFS.	36890852
associated_with	SAM	Pathway	KEGG:hsa00531	ME/CFS	Disease	MONDO:0005404	"Using a linear mixed effects model, pathway enrichment analysis, topology analysis, and correlations between urine and plasma metabolite levels, significant differences were discovered between controls and ME/CFS patients in many lipid (steroids, acyl carnitines and acyl glycines) and amino acid subpathways (cysteine, methionine, SAM, and taurine; leucine, isoleucine, and valine; polyamine; tryptophan; and urea cycle, arginine and proline)."	36835097
increased_by	hypertension	Disease	MONDO:0001134	PM(2.5)	Compound	MESH:D052638	Short-term air pollution exaggerates hypertension through O(2)(.-)-mediated upregulation of the Rho/ROCK pathway.	18599801
increased_by	MYPT1	Gene	ENTREZ:17931	PM(2.5)	Compound	MESH:D052638	"In vitro exposure to ultrafine particles (UFP) and PM(2.5) was associated with an increase in ROCK activity, phosphorylation of myosin light chain, and myosin phosphatase target subunit (MYPT1)."	18599801
reduced_by	MFN2	Gene	ENTREZ:170731	PM2.5	Compound	MESH:D052638	"The exposure caused an increment of abnormal mitochondria coupled with the decrease of fusion protein MFN2 and the increase of fission protein FIS1, suggesting that PM2.5 inhibits mitochondrial fusion."	31273799
induced_by	hypertension	Disease	MONDO:0005044	PM2.5	Compound	MESH:D052638	"The increased basal BP was attenuated by the centrally acting α2a agonist guanfacine, suggesting a role of increased sympathetic tone in CAPs exposure-induced hypertension."	24240275
Hetionet::DuG::Disease:Gene	von Willebrand factor	Gene	ENTREZ:7450	long COVID	Disease	MONDO:0100233	"Our most noteworthy findings were a reduced level of plasma Kallikrein compared to our controls, an increased level of platelet factor 4 (PF4) von Willebrand factor (VWF), and a marginally increased level of α-2 antiplasmin (α-2-AP)."	36131342
HSDN::has_symptom:Disease:Symptom	anxiety	Symptom	SYMP:0000412	long COVID	Disease	MONDO:0100233	"Our long COVID cohort's symptoms were found to be in line with global findings, where the most prevalent symptoms were constant fatigue (74%,) cognitive impairment (71%) and depression and anxiety (30%)."	36131342
induced_by	lung injury	Disease	MESH:D055370	PM2.5	Compound	MESH:D052638	"ω-3 PUFAs ameliorate lung histopathological injury, reduce inflammatory responses and oxidative stress, affect lung metabolite profile, and modulate gut microbiota in PM2.5-induced lung injury mice."	36609968
associated_with	OXTR rs53576	Gene	ENTREZ:5021	air pollution	Compound	MESH:D052638	"The interaction between OXTR rs53576 and air pollution had a significant effect on urinary acetic acid. Allele G of rs53576 may be a risk factor for gut microbiota disorder caused by air pollution, and children with GA/GG genotype may be more susceptible than those with AA genotype."	35995218
increased_by	cortisol	Metabolite	HMDB:HMDB0062779	air pollution	Compound	MESH:D052638	"The average urinary concentrations of cortisone, cortisol and 8-OHdG in high pollution campus preschoolers were significantly higher than those in low pollution campus preschoolers, while situations were opposite for acetic acid, propionic acid, isobutyric acid, butyric acid and valeric acid. The interaction between OXTR rs53576 and air pollution had a significant effect on urinary acetic acid"	35995218
associated_with	cognitive decline	Disease	MONDO:0850292	PM2.5	Compound	MESH:D052638	P. tenera attenuated PM2.5-induced learning and memory impairment through antioxidant and anti-inflammatory effects by regulating the mitochondrial function and TLR-initiated NF-κB signaling	35877732
associated_with	Post-traumatic stress disorder (PTSD)	Disease	MESH:D040921	Air pollution	Compound	MESH:D052638	"Air pollution was positively correlated with PTSD symptoms, psychopathological symptoms, and microbiota composition"	35864319
associated_with	cognitive decline	Disease	MONDO:0850292	PM2.5	Compound	MESH:D052638	P. tenera attenuated PM2.5-induced learning and memory impairment through antioxidant and anti-inflammatory effects by regulating the mitochondrial function and TLR-initiated NF-κB signaling	35877732
Hetionet::DrD::Disease:Disease	interstitial lung diseases	Disease	MONDO:0015925	long COVID	Disease	MONDO:0100233	"Pathological findings are mainly found after a severe acute course of COVID-19 and include radiological changes with characteristics of interstitial lung diseases, restrictive ventilation patterns and limitations in diffusion capacity as the most common pathological finding."	35925073
Hetionet::DlA::Disease:Anatomy	lung	Anatomy	MESH:D008168	long COVID	Disease	MONDO:0100233	"Pathological findings are mainly found after a severe acute course of COVID-19 and include radiological changes with characteristics of interstitial lung diseases, restrictive ventilation patterns and limitations in diffusion capacity as the most common pathological finding."	35925073
PrimeKG::parent-child:Disease:Disease	long COVID	Disease	MONDO:0100233	chronic fatigue syndrome	Disease	MONDO:0005404	To conclude it would be reasonable to screen for long COVID and consider the potential for developing CFS later on	34537995
HSDN::has_symptom:Disease:Symptom	fatigue	Symptom	SYMP:0019177	post-COVID-19	Disease	MONDO:0100233	"From our findings, the presence of fatigue, cognitive impairment, stress, sadness, sleep disturbances and recurrent falls in the post-recovery period were all significantly associated with CFS-like symptoms."	34537995
HSDN::has_symptom:Disease:Symptom	stress	Symptom	SYMP:0000412	post-COVID-19	Disease	MONDO:0100233	"From our findings, the presence of fatigue, cognitive impairment, stress, sadness, sleep disturbances and recurrent falls in the post-recovery period were all significantly associated with CFS-like symptoms."	34537995
upregulated_in	Rho/ROCK	Pathway	REACT:R-MMU-5627117	hypertension	Disease	MONDO:0001134	Short-term air pollution exaggerates hypertension through O(2)(.-)-mediated upregulation of the Rho/ROCK pathway.	18599801
increased_by	ROCK	Gene	ENTREZ:19877	PM(2.5)	Compound	MESH:D052638	"In vitro exposure to ultrafine particles (UFP) and PM(2.5) was associated with an increase in ROCK activity, phosphorylation of myosin light chain, and myosin phosphatase target subunit (MYPT1)."	18599801
increased_by	FIS1	Gene	ENTREZ:66437	PM2.5	Compound	MESH:D052638	"The exposure caused an increment of abnormal mitochondria coupled with the decrease of fusion protein MFN2 and the increase of fission protein FIS1, suggesting that PM2.5 inhibits mitochondrial fusion."	31273799
alleviated_by	guanfacine	Compound	DrugBank:DB01018	hypertension	Disease	MONDO:0005044	"The increased basal BP was attenuated by the centrally acting α2a agonist guanfacine, suggesting a role of increased sympathetic tone in CAPs exposure-induced hypertension."	24240275
HSDN::has_symptom:Disease:Symptom	depression	Symptom	SYMP:0000022	long COVID	Disease	MONDO:0100233	"Our long COVID cohort's symptoms were found to be in line with global findings, where the most prevalent symptoms were constant fatigue (74%,) cognitive impairment (71%) and depression and anxiety (30%)."	36131342
associated_with	acetic acid	Metabolite	HMDB:HMDB0000042	air pollution	Compound	MESH:D052638	"The average urinary concentrations of cortisone, cortisol and 8-OHdG in high pollution campus preschoolers were significantly higher than those in low pollution campus preschoolers, while situations were opposite for acetic acid, propionic acid, isobutyric acid, butyric acid and valeric acid. The interaction between OXTR rs53576 and air pollution had a significant effect on urinary acetic acid"	35995218
