source_id	ttd_source_id	source_name	target_id	target_name	ttd_target_id	source_type	target_type	relation_type	resource
SYMBOL:PTGDR2	T61722	PTGDR2	ICD-11:CA08	Vasomotor/allergic rhinitis	ICD-11:CA08	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:P4HA1	T61729	P4HA1	ICD-11:NE84	Transplant rejection	ICD-11:NE84	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:PDE4A	T61744	PDE4A	ICD-11:5B55-5B5F	Vitamin deficiency	ICD-11:5B55-5B5F	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CTSB	T61746	CTSB	ICD-11:FA20	Rheumatoid arthritis	ICD-11:FA20	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:HBV S	T62047	HBV S	ICD-11:1E50-1E51	Hepatitis virus infection	ICD-11:1E50-1E51	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T62094		ICD-11:ME65	Skin sensation disturbance	ICD-11:ME65	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T62151		ICD-11:EK71	Skin tag/polyp	ICD-11:EK71	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T62166		ICD-11:2A00	Brain cancer	ICD-11:2A00	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:SLC6A1	T62184	SLC6A1	ICD-11:2A83	Multiple myeloma	ICD-11:2A83	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:HSV UL8	T62187	HSV UL8	ICD-11:1F00	Herpes simplex infection	ICD-11:1F00	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:DDC	T62193	DDC	ICD-11:5B55-5B5F	Vitamin deficiency	ICD-11:5B55-5B5F	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:PCSK9	T62206	PCSK9	ICD-11:5C80	Hyper-lipoproteinaemia	ICD-11:5C80	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:IL25	T62241	IL25	ICD-11:EA90	Psoriasis	ICD-11:EA90	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:GRIN1	T62276	GRIN1	ICD-11:6B20	Obsessive-compulsive disorder	ICD-11:6B20	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:GABRA3	T62292	GABRA3	ICD-11:7A00-7B2Z	Sleep-wake disorder	ICD-11:7A00-7B2Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:MLNR	T62306	MLNR	ICD-11:MG30-MG3Z	Pain	ICD-11:MG30-MG3Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:TH	T62390	TH	ICD-11:8A00	Parkinsonism	ICD-11:8A00	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:GRIA3	T62391	GRIA3	ICD-11:8A00	Parkinsonism	ICD-11:8A00	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:SYK	T62431	SYK	ICD-11:EB00-EB05	Urticaria	ICD-11:EB00-EB05	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CHEK1	T62449	CHEK1	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:JAK1	T62460	JAK1	ICD-11:DD71	Ulcerative colitis	ICD-11:DD71	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T62501		ICD-11:N.A.	Delayed methotrexate clearance	ICD-11:N.A.	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:HSV RIR1	T62553	HSV RIR1	ICD-11:1F00	Herpes simplex infection	ICD-11:1F00	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:ICOS	T62705	ICOS	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:STMN1	T62739	STMN1	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:AKT1	T62753	AKT1	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:AKT2	T62753	AKT2	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:AKT3	T62753	AKT3	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:FGF10	T62763	FGF10	ICD-11:DA01	Oral mucositis	ICD-11:DA01	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:GRM2	T62820	GRM2	ICD-11:6A20	Schizophrenia	ICD-11:6A20	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:F2RL1	T62841	F2RL1	ICD-11:5A11	Type 2 diabetes mellitus	ICD-11:5A11	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:SLC5A6	T62905	SLC5A6	ICD-11:6C40	Substance abuse	ICD-11:6C40	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T62945		ICD-11:MB47	Tonus and reflex abnormality	ICD-11:MB47	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:SSTR4	T62974	SSTR4	ICD-11:2B72	Stomach cancer	ICD-11:2B72	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:ALB	T63068	ALB	ICD-11:5B55-5B5F	Vitamin deficiency	ICD-11:5B55-5B5F	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:RAD51	T63083	RAD51	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:Bact lmrP	T63140	Bact lmrP	ICD-11:1A00-1C4Z	Bacterial infection	ICD-11:1A00-1C4Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:PKLR	T63155	PKLR	ICD-11:5C56	Lysosomal disease	ICD-11:5C56	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:MAN2B1	T63156	MAN2B1	ICD-11:5C56	Lysosomal disease	ICD-11:5C56	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:SMPD1	T63158	SMPD1	ICD-11:5C56	Lysosomal disease	ICD-11:5C56	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:APOL1	T63160	APOL1	ICD-11:GC2Z	Urinary system disease	ICD-11:GC2Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:ATXN3	T63161	ATXN3	ICD-11:8A03	Ataxic disorder	ICD-11:8A03	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:BCKDK	T63163	BCKDK	ICD-11:BD11	Left ventricular failure	ICD-11:BD11	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CDH6	T63164	CDH6	ICD-11:2C73	Ovarian cancer	ICD-11:2C73	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CCR6	T63165	CCR6	ICD-11:DD72	Indeterminate colitis	ICD-11:DD72	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CLDN6	T63166	CLDN6	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:ENTPD3	T63168	ENTPD3	ICD-11:BA00-BE2Z	Cardiovascular disease	ICD-11:BA00-BE2Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:G6PC1	T63169	G6PC1	ICD-11:5C51	Inborn carbohydrate metabolism error	ICD-11:5C51	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:HAO1	T63170	HAO1	ICD-11:5C51	Inborn carbohydrate metabolism error	ICD-11:5C51	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:IKZF3	T63173	IKZF3	ICD-11:2A82	Mature B-cell leukaemia	ICD-11:2A82	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:IL1RN	T63174	IL1RN	ICD-11:FA00-FA05	Osteoarthritis	ICD-11:FA00-FA05	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:KAT6A	T63175	KAT6A	ICD-11:2C60-2C6Y	Breast cancer	ICD-11:2C60-2C6Y	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T63176		ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:LRRK2	T63177	LRRK2	ICD-11:8A00	Parkinsonism	ICD-11:8A00	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:MAGEA10	T63178	MAGEA10	ICD-11:2C25	Non-small-cell lung cancer	ICD-11:2C25	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:MUC5AC	T63180	MUC5AC	ICD-11:CA23	Asthma	ICD-11:CA23	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:N	T63182	N	ICD-11:1C80	Viral encephalitis	ICD-11:1C80	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:PANK3	T63183	PANK3	ICD-11:5C50	Metabolism inborn error	ICD-11:5C50	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:AGER	T63184	AGER	ICD-11:CA23	Asthma	ICD-11:CA23	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:KRAS	T63185	KRAS	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:TBL1X	T63187	TBL1X	ICD-11:2F7C	Desmoid tumour	ICD-11:2F7C	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:ASPA	T63188	ASPA	ICD-11:5C50	Metabolism inborn error	ICD-11:5C50	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CDC123	T63189	CDC123	ICD-11:2A60	Acute myeloid leukaemia	ICD-11:2A60	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CLN3	T63190	CLN3	ICD-11:5C56	Lysosomal disease	ICD-11:5C56	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CLN6	T63191	CLN6	ICD-11:5C56	Lysosomal disease	ICD-11:5C56	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CYP21A2	T63192	CYP21A2	ICD-11:5A71	Adrenogenital disorder	ICD-11:5A71	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:DGKZ	T63193	DGKZ	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:ENPP1	T63194	ENPP1	ICD-11:5C63	Vitamin/non-protein cofactor absorption/transport disorder	ICD-11:5C63	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:GAN	T63195	GAN	ICD-11:8C2Y	Giant axonal neuropathy	ICD-11:8C2Y	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:HEXA	T63196	HEXA	ICD-11:5C56	Lysosomal disease	ICD-11:5C56	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:HEXB	T63197	HEXB	ICD-11:5C56	Lysosomal disease	ICD-11:5C56	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:RHO	T63198	RHO	ICD-11:9B70	Inherited retinal dystrophy	ICD-11:9B70	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:XDH	T63200	XDH	ICD-11:FA25	Gout	ICD-11:FA25	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:AGT	T63201	AGT	ICD-11:BA00-BA04	Hypertension	ICD-11:BA00-BA04	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:ATP7B	T63202	ATP7B	ICD-11:5C64	Mineral absorption/transport disorder	ICD-11:5C64	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:ATXN2	T63203	ATXN2	ICD-11:8B60	Motor neuron disease	ICD-11:8B60	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T63204		ICD-11:2C73	Ovarian cancer	ICD-11:2C73	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T63206		ICD-11:CB03	Idiopathic interstitial pneumonitis	ICD-11:CB03	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:LANCL2	T63207	LANCL2	ICD-11:DD71	Ulcerative colitis	ICD-11:DD71	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:LILRA4	T63208	LILRA4	ICD-11:4A40	Lupus erythematosus	ICD-11:4A40	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:LILRB1	T63209	LILRB1	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:ALOX12B	T63210	ALOX12B	ICD-11:3B64	Thrombocytopenia	ICD-11:3B64	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:NLRX1	T63211	NLRX1	ICD-11:DD71	Ulcerative colitis	ICD-11:DD71	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:PCCA	T63212	PCCA	ICD-11:5C50	Metabolism inborn error	ICD-11:5C50	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:PCCB	T63213	PCCB	ICD-11:5C50	Metabolism inborn error	ICD-11:5C50	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:PNPLA3	T63214	PNPLA3	ICD-11:DB92	Non-alcoholic fatty liver disease	ICD-11:DB92	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:SEMA3A	T63215	SEMA3A	ICD-11:9B71	Retinopathy	ICD-11:9B71	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:SLIT2	T63216	SLIT2	ICD-11:MF8Y	Urinary system clinical sympton	ICD-11:MF8Y	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:TGM1	T63217	TGM1	ICD-11:ED20	Autosomal Recessive Ichthyosis	ICD-11:ED20	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:ACAA2	T63218	ACAA2	ICD-11:BA80	Coronary atherosclerosis	ICD-11:BA80	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:KLRG1	T63221	KLRG1	ICD-11:4A41	Idiopathic inflammatory myopathy	ICD-11:4A41	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:USH2A	T63222	USH2A	ICD-11:9B70	Inherited retinal dystrophy	ICD-11:9B70	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:ARG1	T63224	ARG1	ICD-11:5C50	Metabolism inborn error	ICD-11:5C50	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:ADAMTS13	T63225	ADAMTS13	ICD-11:3B64	Thrombocytopenia	ICD-11:3B64	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CLEC4C	T63226	CLEC4C	ICD-11:4A40	Lupus erythematosus	ICD-11:4A40	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:FUS	T63227	FUS	ICD-11:8B60	Motor neuron disease	ICD-11:8B60	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:GFAP	T63228	GFAP	ICD-11:8A44	Leukodystrophy	ICD-11:8A44	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:IL1RL1	T63229	IL1RL1	ICD-11:CA22	Chronic obstructive pulmonary disease	ICD-11:CA22	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:INHBA	T63230	INHBA	ICD-11:FB31	Muscle calcification/ossification	ICD-11:FB31	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:KIT	T63231	KIT	ICD-11:2B5B	Gastrointestinal stromal tumour	ICD-11:2B5B	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:SORT1	T63233	SORT1	ICD-11:8A20-8A23	Neurodegenerative disorder	ICD-11:8A20-8A23	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:qcrB	T63234	qcrB	ICD-11:1B10-1B14	HIV-infected patients with tuberculosis	ICD-11:1B10-1B14	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:BRAF	T63235	BRAF	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CCL17	T63236	CCL17	ICD-11:MG30	Chronic pain	ICD-11:MG30	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:HSD17B13	T63237	HSD17B13	ICD-11:DB92	Non-alcoholic fatty liver disease	ICD-11:DB92	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:GPR6	T63238	GPR6	ICD-11:8A00	Parkinsonism	ICD-11:8A00	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:HLA-A	T63239	HLA-A	ICD-11:2A60	Acute myeloid leukaemia	ICD-11:2A60	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:lepB	T63240	lepB	ICD-11:GC08	Urinary tract infection	ICD-11:GC08	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:TENT4B	T63241	TENT4B	ICD-11:1E50-1E51	Hepatitis virus infection	ICD-11:1E50-1E51	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:TENT4A	T63242	TENT4A	ICD-11:1E50-1E51	Hepatitis virus infection	ICD-11:1E50-1E51	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:GBA1	T63243	GBA1	ICD-11:8A00	Parkinsonism	ICD-11:8A00	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:FGF19	T63244	FGF19	ICD-11:DB92	Non-alcoholic fatty liver disease	ICD-11:DB92	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:MOGAT2	T63245	MOGAT2	ICD-11:5B80-5B81	Obesity	ICD-11:5B80-5B81	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CTNS	T63246	CTNS	ICD-11:5C60	Amino acid absorption/transport disorder	ICD-11:5C60	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:P2RX7	T63414	P2RX7	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:G6PD	T63484	G6PD	ICD-11:FA20	Rheumatoid arthritis	ICD-11:FA20	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:ABL1	T63505	ABL1	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:ENPP2	T63512	ENPP2	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T63551		ICD-11:9B71	Retinopathy	ICD-11:9B71	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:Pedhc nAChR	T63598	Pedhc nAChR	ICD-11:1G00	Pediculosis	ICD-11:1G00	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:ADCY1	T63609	ADCY1	ICD-11:5B50-5B71	Nutritional deficiency	ICD-11:5B50-5B71	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:VEGFD	T63803	VEGFD	ICD-11:9B71	Retinopathy	ICD-11:9B71	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:HDAC4	T63816	HDAC4	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:IFNA2	T63934	IFNA2	ICD-11:1A24-1D9Z	Virus infection	ICD-11:1A24-1D9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:FLT1	T63966	FLT1	ICD-11:2B72	Stomach cancer	ICD-11:2B72	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CHRNA4-CHRNB2	T63967	CHRNA4-CHRNB2	ICD-11:6A20	Schizophrenia	ICD-11:6A20	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:KIF11	T63986	KIF11	ICD-11:2B33	Malignant haematopoietic neoplasm	ICD-11:2B33	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:DCPS	T64074	DCPS	ICD-11:8B61	Muscular atrophy	ICD-11:8B61	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:STAT1	T64205	STAT1	ICD-11:1F28-1G0Z	Skin and skin-structure infection	ICD-11:1F28-1G0Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:TRPV4	T64213	TRPV4	ICD-11:2B30	Hodgkin lymphoma	ICD-11:2B30	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CYP46A1	T64242	CYP46A1	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:MAP1A	T64258	MAP1A	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:MAP1B	T64258	MAP1B	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T64376		ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T64382		ICD-11:8A04	Tremor-related disorder	ICD-11:8A04	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:Bact vanYB	T64410	Bact vanYB	ICD-11:1F28-1G0Z	Skin and skin-structure infection	ICD-11:1F28-1G0Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:Stap-coc ClfA	T64526	Stap-coc ClfA	ICD-11:1B5Y	Staphylococcal/streptococcal disease	ICD-11:1B5Y	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CA9	T64567	CA9	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:HTR3A	T64591	HTR3A	ICD-11:6A20	Schizophrenia	ICD-11:6A20	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:ITGB8	T64597	ITGB8	ICD-11:GB61	Chronic kidney disease	ICD-11:GB61	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:SGSH	T64645	SGSH	ICD-11:5C56	Lysosomal disease	ICD-11:5C56	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:SGK1	T64682	SGK1	ICD-11:2C82	Prostate cancer	ICD-11:2C82	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T64721		ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:HRH3	T64765	HRH3	ICD-11:CA08	Vasomotor/allergic rhinitis	ICD-11:CA08	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:VDAC3	T64774	VDAC3	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:CACNA1G	T64795	CACNA1G	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:SSTR5	T64830	SSTR5	ICD-11:2B72	Stomach cancer	ICD-11:2B72	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:EGFR	T64969	EGFR	ICD-11:2C10	Pancreatic cancer	ICD-11:2C10	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:IGF1R	T64977	IGF1R	ICD-11:EA90	Psoriasis	ICD-11:EA90	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:EBV LMP1	T64987	EBV LMP1	ICD-11:2B6B	Nasopharyngeal cancer	ICD-11:2B6B	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:MMP14	T65019	MMP14	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T65054		ICD-11:GA02	Vaginitis	ICD-11:GA02	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:	T65074		ICD-11:BD10-BD1Z	Heart failure	ICD-11:BD10-BD1Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:NT5E	T65116	NT5E	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:EPOR	T65197	EPOR	ICD-11:NE84	Transplant rejection	ICD-11:NE84	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:NRG1	T65198	NRG1	ICD-11:BD10-BD1Z	Heart failure	ICD-11:BD10-BD1Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:HSD11B1	T65200	HSD11B1	ICD-11:5A11	Type 2 diabetes mellitus	ICD-11:5A11	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:GPER1	T65236	GPER1	ICD-11:2A00-2F9Z	Solid tumour/cancer	ICD-11:2A00-2F9Z	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:ALDH3A2	T65291	ALDH3A2	ICD-11:6C40	Substance abuse	ICD-11:6C40	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
SYMBOL:HIV env mRNA	T65414	HIV env mRNA	ICD-11:1C60-1C62	Human immunodeficiency virus disease	ICD-11:1C60-1C62	Gene	Disease	DRUGBANK::treats::Compound:Disease	TTD
