Biomarker ID	Biomarker Name	Disease	ICD Code	Biomarker Type	Conclusion	UniProt ID	REF 1	Biomarker Location	Specific Aim	Molecular Type	Biomarker Measure	Treatment	Specific Conclusion	Biomarker Phase	Objective	Research Method	Research Results
BM003547	ATM serine/threonine kinase (ATM)	Smallpox	ICD-11: 1E70 ; ICD-10: B03	Differentiation	Our re-analysis of more than 5.5 million data points, including 18,000 human genes, identified a transcriptional network that represented early infection biomarkers (EIB) with gene profile patterns similar across the animals used in this study.	Q13315	Transcriptional interactions during smallpox infection and identification of early infection biomarkers. Pac Symp Biocomput. 2007:100-11. Pac Symp Biocomput. 2007:100-11.										
BM000847	ATP-binding cassette sub-family B member 1 (ABCB1)	Hypertension	ICD-11: BA00-BA04 ; ICD-9: 401	Associative			Genetic biomarkers of hypertension and future challenges integrating epigenomics. Clin Chim Acta. 2012 Dec 24;414:259-65.	7q21.1		Gene: SNP							
BM000707	ATP-binding cassette sub-family G member 2 (ABCG2)	Psoriasis vulgaris	ICD-11: EA90 ; ICD-9: 696	Prognostic; theragnostic; pharmacogenetic	ABCC1 and ABCG2 SNP were associated with improved methotrexate response in psori asis, while a DHFR SNP showed the same result in PsA.	Q9UNQ0	Biomarkers in psoriasis and psoriatic arthritis. Ann Rheum Dis. 2013 Apr;72 Suppl 2:ii104-10.		Response	Gene: SNP		methotrexate					
BM000848	Atrial natriuretic peptide (ANP)	Cardiac disease	ICD-11: BA00-BE2Z ; ICD-10: I00-I99 ; ICD-9: 390-459	Diagnostic			Use of cardiac biomarkers in neonatology. Pediatr Res. 2012 Oct;72(4):337-43.										
BM000849	Atrial natriuretic peptide (ANP)	Cardiac disease	ICD-11: BA00-BE2Z ; ICD-10: I00-I99 ; ICD-9: 390-459	Diagnostic			Use of cardiac biomarkers in neonatology. Pediatr Res. 2012 Oct;72(4):337-43.										
BM000991	Atypical chemokine receptor 2 (ACKR2)	Systemic sclerosis	ICD-11: 4A42	Diagnostic	Serum levels are upregulated in SSc and correlate with the presence of ILD. Bron choalveolar lavage CCL2 concentration was associated with the presence of ILD in 32 SSc patients and correlated with lung function parameters and CT scores	O00590	Circulating biomarkers of interstitial lung disease in systemic sclerosis. Int J Rheumatol. 2012;2012:121439.	serum; BAL			Elevated level						
BM001320	Atypical chemokine receptor 2 (ACKR2)	Frontotemporal lobar degeneration	ICD-11: 8A23 ; ICD-9: 331.1	Diagnostic		O00590	Clinical phenotypes and genetic biomarkers of FTLD. J Neural Transm (Vienna). 2012 Jul;119(7):851-60.	CSF; blood									
BM003265	B7 homolog 3 (CD276)	Hepatitis B	ICD-11: 1E51 ; ICD-10: B18.1	Differentiation	Reduced expression of B7-H3 in the livers might temper the inhibition of T-cell responses mediated by B7-H3 expressed on hepatocytes and thus promote the hepatic inflammation and hepatitis progression in the chronic HBV-infected patients.	Q5ZPR3	Potential role of soluble B7-H3 in liver immunopathogenesis during chronic HBV infection. J Viral Hepat. 2012 Jan;19(1):23-31. J Viral Hepat. 2012 Jan;19(1):23-31.				Lower						
BM000877	B-cell CLL/lymphoma 7 protein family member B (BCL7B)	Inflammation	ICD-11: 1A00-CA43.1	Diagnostic		Q9BQE9	Genetic markers of inflammation and their role in cardiovascular disease. Can J Cardiol. 2013 Jan;29(1):67-74.	Intron	Associated with CRP level	Gene: SNP	Rs13233571						
BM000876	B-cell CLL/lymphoma 7 protein family member B (BCL7B)	Cardiovascular disease	ICD-11: BA00-BE2Z ; ICD-10: I00-I99	Antecedent		Q9BQE9	Genetic markers of inflammation and their role in cardiovascular disease. Can J Cardiol. 2013 Jan;29(1):67-74.	Intron	Associated with CRP level	Gene: SNP	Rs13233571						
BM000241	B-cell lymphoma/leukemia 10 (BCL10)	Psoriasis vulgaris	ICD-11: EA90 ; ICD-9: 696	Diagnostic	Expression of anti-apoptotic proteins such as Bcl-X, Bax and Bak has been report ed in psoriatic skin52 53 and is correlated with response to anthralin54 and ant i-TNF therapy.55	O95999	Biomarkers in psoriasis and psoriatic arthritis. Ann Rheum Dis. 2013 Apr;72 Suppl 2:ii104-10.	keratinocyte									
BM000892	Beta-2-microglobulin (B2M)	Human immunodeficiency virus infection	ICD-11: 1C62 ; ICD-9: 279.3	Monitoring; theragnostic		P61769	The use of biomarkers for assessing HAART-associated renal toxicity in HIV-infected patients. Curr HIV Res. 2012 Sep;10(6):521-31.	urine	Renal toxicity			highly active antiretroviral therapy (HAART); tenofovir					
BM003349	Beta-2-microglobulin (B2M)	Human immunodeficiency virus infection	ICD-11: 1C62 ; ICD-10: B17.1, B18.2	Diagnostic	Levels of Sb2M are elevated in human immunodeficiency virus (HIV)-infected patients and have been shown to be the best predictor of HIV infection status and of some malignant disorders, especially multiple myeloma.	P61769	Serum beta2-microglobulin values among healthy Brazilians using a DPC IMMULITE assay. Clinics (Sao Paulo). 2005 Feb;60(1):47-50. Clinics (Sao Paulo). 2005 Feb;60(1):47-50.		Prediction		Higher						
BM003204	Beta-2-microglobulin (B2M)	Dengue	ICD-11: 1D20-1D2Z ; ICD-10: A90, R50	Differentiation	Bispecific antibodies targeting dengue virus to beta2 microglobulin, CD15 or CD33 also enhanced dengue virus infection.	P61769	Antibody-dependent enhancement of dengue virus infection mediated by bispecific antibodies against cell surface molecules other than Fc gamma recep... J Immunol. 1991 Nov 1;147(9):3139-44. J Immunol. 1991 Nov 1;147(9):3139-44.										
BM000021	Beta-2-microglobulin (B2M)	Melanoma	ICD-11: 2C30 ; ICD-9: 172	Prognostic	Low TNF-I levels are negatively associated with relapse-free survival. Converse ly, high TNF-I levels are correlated with toxicity but seem to be beneficial to patients with regard to relapse-free survival. B2M and sIL-2R are biological ma rkers of adjuvant IFN-I 2b treatment.	P61769	Serum TNF-, B2M and sIL-2R levels are biological correlates of outcome in adjuvant IFN-2b treatment of patients with melanoma. J Cancer Res Clin Oncol. 2011 Mar;137(3):455-62.	serum	Relapse;toxicity	Protein		interferon-alpha (IFN-I)		Clinical trial	There are no biological markers available to predict outcome in melanoma patient s treated with adjuvant interferon-alpha (IFN-I). The clinical activity of IFN- I is thought to be mediated not only by anti-proliferative effects, but also by induction and modulation of secondary cytokines. We examined serum cytokine lev els in IFN-I-treated patients to find potential biological markers for response or toxicity.	In a prospective randomized trial, 66 stages II and III melanoma patients underw ent an induction treatment of 10 MU IFN I2b s.c. 5 /week, followed by either 5 MU or 10 MU IFN I2b s.c. 3 /week for a total of 2 years. Serial measurement s of serum IL-1I, IL-2, sIL-2R, IL-6, IL-10, TNF-I and I-2 microglobulin (B2M ) were taken. Two factorial analysis of repeated measurements (ANOVA) as well as univariate and multivariate analyses was used to identify prognostic factors fo r relapse and toxicity.	TNF-I levels correlated with toxicity. In patients with relapse, significantly lower levels of TNF-I were detected at baseline and throughout therapy compared with patients without relapse. B2M and sIL-2R showed a significant increase thr oughout the therapy phase. At baseline, the combination of TNF-I, B2M and sIL-2 R revealed a positive predictive value for relapse of 82.9% in the multivariate analyses.
BM000614	Beta-2-microglobulin (B2M)	Membranous nephropathy	ICD-11: GB4Z	Prognostic		P61769	Biological markers of nephrotic syndrome: a few steps forward in the long way. Nefrologia. 2012;32(5):558-72.	urine		Protein	Elevated level	immunosuppressant					
BM003029	Beta-2-microglobulin (B2M)	Acute kidney injury	ICD-11: GB60 ; ICD-9: 584	Diagnostic		P61769	Acute Kidney Injury (AKI) biomarker. Acta Med Indones. 2012 Jul;44(3):246-55.	urine	Early diagnosis	Protein	Elevated level						
BM000720	Beta-adducin (ADD2)	Hypertension	ICD-11: BA00-BA04 ; ICD-9: 401	Associative		P35612	Genetic biomarkers of hypertension and future challenges integrating epigenomics. Clin Chim Acta. 2012 Dec 24;414:259-65.	2p14-p13		Gene: SNP							
BM003383	Beta-galactosidase (GLB1)	Human immunodeficiency virus infection	ICD-11: 1C62 ; ICD-10: B17.1, B18.2	Differentiation	HIV infection of these cell lines transactivates the LTR promoter inducing beta-galactosidase production	P16278	HIV-1 indicator cell lines. AIDS. 1991 Feb;5(2):153-8. AIDS. 1991 Feb;5(2):153-8.				Higher						
BM002258	Beta-nerve growth factor (NGF)	Dry eye disease	ICD-11: 9E1Z ; ICD-9: 370.33	Diagnostic		P01138	Molecular and cellular biomarkers in dry eye disease and ocular allergy. Curr Opin Allergy Clin Immunol. 2012 Oct;12(5):523-33.	Tears (microsponges)		Protein							
BM002259	Beta-nerve growth factor (NGF)	Dry eye disease	ICD-11: 9E1Z ; ICD-9: 370.33	Monitoring		P01138	Molecular and cellular biomarkers in dry eye disease and ocular allergy. Curr Opin Allergy Clin Immunol. 2012 Oct;12(5):523-33.	Tears (microsponges)	Severity	Protein							
BM002257	Beta-nerve growth factor (NGF)	Overactive bladder	ICD-11: GC50.0 ; ICD-10: N32.8 ; ICD-9: 596.51	Diagnostic; monitoring		P01138	Biomarkers in overactive bladder. Int Urogynecol J. 2013 Jul;24(7):1065-72.	urine		Protein	Elevated baseline level						
BM002287	Beta-nerve growth factor (NGF)	Overactive bladder	ICD-11: GC50.0 ; ICD-10: N32.8 ; ICD-9: 596.51	Diagnostic; monitoring		P01138	Biomarkers in overactive bladder. Int Urogynecol J. 2013 Jul;24(7):1065-72.	serum			Elevated level						
BM002288	Beta-nerve growth factor (NGF)	Overactive bladder	ICD-11: GC50.0 ; ICD-10: N32.8 ; ICD-9: 596.51	Diagnostic; monitoring		P01138	Biomarkers in overactive bladder. Int Urogynecol J. 2013 Jul;24(7):1065-72.	urine		Protein	Elevated level						
BM003224	B-lymphocyte surface antigen B4 (CD19)	Dengue	ICD-11: 1D20-1D2Z ; ICD-10: A90, R50	Diagnostic	Atypical lymphocyte and CD19+ cell counts may be a useful diagnostic tool for dengue infection and the recovery from the disease could be judged when numbers of both cell types are significantly elevated.	P15391	Characterization of atypical lymphocytes and immunophenotypes of lymphocytes in patients with dengue virus infection. Asian Pac J Allergy Immunol. 2007 Mar;25(1):27-36. Asian Pac J Allergy Immunol. 2007 Mar;25(1):27-36.		Diagnostic		Elevated						
BM001429	Bone marrow proteoglycan (PRG2)	Eosinophilic disorders	ICD-11: 4B03.1 ; ICD-9: 530.13	Diagnostic; monitoring		P13727	Biomarkers of eosinophil involvement in allergic and eosinophilic diseases: review of phenotypic and serum markers including a novel assay to quantify levels of soluble Siglec-8. J Immunol Methods. 2012 Sep 28;383(1-2):39-46.	serum	Eosinophil activation; disease activity	Protein							
BM003343	Bone marrow stromal antigen 2 (BST2)	Human immunodeficiency virus infection	ICD-11: 1C62 ; ICD-10: B17.1, B18.2	Differentiation	Upregulation of BST-2/Tetherin by HIV infection in vivo.	Q10589	Upregulation of BST-2/Tetherin by HIV infection in vivo. J Virol. 2011 Oct;85(20):10659-68. J Virol. 2011 Oct;85(20):10659-68.				Higher						
BM003344	Bone marrow stromal antigen 2 (BST2)	Human immunodeficiency virus infection	ICD-11: 1C62 ; ICD-10: B17.1, B18.2	Monitoring	Reduced LEDGF/p75 levels may play a role in resistance to HIV-1 infection, while increased tetherin levels could be a marker of advanced HIV disease.	Q10589	Expression analysis of LEDGF/p75, APOBEC3G, TRIM5alpha, and tetherin in a Senegalese cohort of HIV-1-exposed seronegative individuals. PLoS One. 2012;7(3):e33934. PLoS One. 2012;7(3):e33934.		Advanced HIV disease		Increased						
BM003202	Bone marrow stromal antigen 2 (BST2)	Dengue	ICD-11: 1D20-1D2Z ; ICD-10: A90, R50	Differentiation	BST2/tetherin inhibits dengue virus release from human hepatoma cells.	Q10589	BST2/tetherin inhibits dengue virus release from human hepatoma cells. PLoS One. 2012;7(12):e51033. PLoS One. 2012;7(12):e51033.										
BM000903	Bone morphogenetic protein 2 (BMP2)	Osteoarthritis	ICD-11: FA00-FA05 ; ICD-9: 715	Associative		P12643	Biological markers in osteoarthritis. Nat Clin Pract Rheumatol. 2007 Jun;3(6):346-56.			Gene							
BM000249	Brain natriuretic peptide (BNP)	Pulmonary hypertension	ICD-11: BB01 ; ICD-10: I27, I27.0 ; ICD-9: 416	Diagnostic	Among serum biomarkers, natriuretic peptides, includ- ing brain natriuretic pept ide (BNP) and N-terminal pro-brain natriuretic peptide (NT-pro-BNP), released in response to ventricular stretch by cardiomyocytes, have been established as inf ormative markers of RV dysfunction in PH [114, 115].		Circulating biomarkers of interstitial lung disease in systemic sclerosis. Int J Rheumatol. 2012;2012:121439.	serum									
BM000028	Brain natriuretic peptide (BNP)	Congestive heart failure	ICD-11: BD10 ; ICD-10: I50.0 ; ICD-9: 428	Prognostic	Heart failure therapy guided by N-terminal BNP did not improve overall clinical outcomes or quality oflife compared with symptom-guided treatment.		BNP-guided vs symptom-guided heart failure therapy: the Trial of Intensified vs Standard Medical Therapy in Elderly Patients With Congestive Heart Failure (TIME-CHF) randomized trial. JAMA. 2009 Jan 28;301(4):383-92.		Clinical outcome	Small molecule				Clinical trial	To compare 18-month outcomes of N-terminal BNP-guided vs symptom-guided heart fa ilure therapy.	Randomized controlled multicenter Trial of Intensified vs Standard Medical Thera py in Elderly Patients With Congestive Heart Failure (TIME-CHF) of 499 patients aged 60 years or older with systolic heart failure (ejection fraction < or = 45% ), New York Heart Association (NYHA) class of II or greater, prior hospitalizati on for heart failure within 1 year, and N-terminal BNP level of 2 or more times the upper limit of normal. The study had an 18-month follow-up and it wasconduc ted at 15 outpatient centers in Switzerland and Germany between January 2003 and June 2008. Uptitration of guideline-based treatments to reduce symptoms to NYHA class of II or less (symptom-guided therapy) and BNP level of 2 times or less t he upper limit of normal and symptoms to NYHA class of II or less (BNP-guided th erapy).Primary outcomes were 18-month survival free of all-cause hospitalization s and quality of life as assessed by structured validated questionnaires.	Heart failure therapy guided by N-terminal BNP and symptom-guided therapy result ed in similar rates of survival free of all-cause hospitalizations (41% vs 40%, respectively; hazard ratio [HR], 0.91 [95% CI, 0.72-1.14]; P = .39). Patients' q uality-of-life metrics improved over 18 months of follow-up but theseimprovemen ts were similar in both the N-terminal BNP-guided and symptom-guided strategies. Compared with the symptom-guided group, survival free of hospitalization for he art failure, a secondary end point, was higher among those in the N-terminal BNP -guided group (72% vs 62%, respectively; HR, 0.68 [95% CI, 0.50-0.92]; P = .01). Heart failure therapy guided by N-terminal BNP improved outcomes in patients ag ed 60 to 75 years but not in those aged 75 years or older (P < .02 for interacti on)
BM000246	Brain natriuretic peptide (BNP)	Heart failure	ICD-11: BD10-BD13 ; ICD-10: I50, I50.9 ; ICD-9: 428	Diagnostic	It showed that BNP independently had better predictive value in diagnosing HF co mpared with the National Health and Nutrition Examination Survey and the Framing ham criteria for diagnosing HF.		The appropriate use of biomarkers in heart failure. Med Clin North Am. 2012 Sep;96(5):901-13.										
BM000247	Brain natriuretic peptide (BNP)	Heart failure	ICD-11: BD10-BD13 ; ICD-10: I50, I50.9 ; ICD-9: 428	Prognostic	In acute decompensated HF, reducing BNP levels more than 46% at hospital discha rge compared with the admission levels along with a BNP absolute value lower tha n 300 pg/mL had a powerful negative predictive value for future cardiovascular e vents		The appropriate use of biomarkers in heart failure. Med Clin North Am. 2012 Sep;96(5):901-13.		Risk for cardiovascular event								
BM000248	Brain natriuretic peptide (BNP)	Heart failure	ICD-11: BD10-BD13 ; ICD-10: I50, I50.9 ; ICD-9: 428	Prognostic	They found that in patients with HF, each 100- pg/mL increase was associated wi th a 35% increase in the relative risk of death.		The appropriate use of biomarkers in heart failure. Med Clin North Am. 2012 Sep;96(5):901-13.		Mortality								
BM000053	Brain natriuretic peptide (BNP)	Heart failure	ICD-11: BD10-BD13 ; ICD-10: I50, I50.9 ; ICD-9: 428	Prognostic	Among patients at risk of heart failure, BNP-based screening and collaborative c are reduced thecombined rates of LV systolic dysfunction, diastolic dysfunction , and heart failure.		Natriuretic peptide-based screening and collaborative care for heart failure: the STOP-HF randomized trial. JAMA. 2013 Jul 3;310(1):66-74.		Reduced the combined rates of LV systolic dysfunction, diastolic dysfunction, an d heart failure; adverse events; reduced	Smallmolecule	At least 1 BNP reading of 50 pg/mL or higher			Phase IV	To determine the efficacy of a screening program using brain-type natriuretic pe ptide (BNP) and collaborative care in an at-risk population in reducing newly di agnosed heart failure and prevalence of significant left ventricular (LV) systol ic and/or diastolic dysfunction.	The St Vincent's Screening to Prevent Heart Failure Study, a parallel-group rand omized trial involving 1374 participants with cardiovascular risk factors (mean age, 64.8 [SD, 10.2] years) recruited from 39 primary care practices in Ireland between January 2005 and December 2009 and followed up until December 2011 (mean follow-up, 4.2 [SD, 1.2] years). Patients were randomly assigned to receive usu al primary care (control condition; n=677) or screening with BNP testing (n=697) . Intervention-group participants with BNP levels of 50 pg/mL or higher underwen t echocardiography and collaborative care between their primary care physician a nd specialist cardiovascular service. The primary end point was prevalence of as ymptomatic LV dysfunction with or without newly diagnosed heart failure. Seconda ry end points included emergency hospitalization for arrhythmia, transient ische mic attack, stroke, myocardial infarction, peripheral or pulmonary thrombosis/em bolus, or heart failure.	A total of 263 patients (41.6%) in the intervention group had at least 1 BNP rea ding of 50 pg/mL or higher. The intervention group underwent more cardiovascular investigations (control, 496 per 1000 patient-years vs intervention, 850 per 10 00 patient-years; incidence rate ratio, 1.71; 95% CI, 1.61-1.83; P<.001) and rec eived more renin-angiotensin-aldosterone system-based therapy at follow-up (cont rol, 49.6%; intervention, 56.5%; P=.01). The primary end point of LV dysfunction with or without heart failure was met in 59 (8.7%) of 677 in the control group and 37 (5.3%) of 697 in the intervention group (odds ratio [OR], 0.55; 95% CI, 0 .37-0.82; Pa=a.003). Asymptomatic LV dysfunction was found in 45 (6.6%) of 6 77 control-group patients and 30 (4.3%) of 697 intervention-group patients (OR, 0.57; 95% CI, 0.37-0.88; Pa=a.01). Heart failure occurred in 14 (2.1%) of 67 7 control-group patients and 7 (1.0%) of 697 intervention-group patients (OR, 0. 48; 95% CI, 0.20-1.20; Pa=a.12). The incidence rates of emergency hospitaliz ation for major cardiovascular events were 40.4 per 1000 patient-years in the co ntrol group vs 22.3 per 1000 patient-years in the intervention group (incidence rate ratio, 0.60; 95% CI, 0.45-0.81; Pa=a.002).
